article,form,material,color,brand,category,temples_length,lens_width,bridge_width,price,seasonality,gender,age_group
93603-3,кошачий_глаз,комбинированный,коричневый,Polaroid,солнцезащитные,130,52,15,16628,летняя,унисекс,пожилой
93604-1,квадратная,пластик,черный,Polaroid,оптика,135,52,20,15180,всесезонная,унисекс,средний
93605-1,квадратная,комбинированный,белый,Oakley,солнцезащитные,135,48,15,6704,летняя,женский,молодой
93605-2,кошачий_глаз,комбинированный,синий,Gucci,солнцезащитные,135,48,18,24988,летняя,мужской,пожилой
93606-1,квадратная,металл,черный,Gucci,оптика,150,46,15,46922,всесезонная,женский,средний
93606-2,квадратная,пластик,белый,Tom Ford,оптика,135,48,15,12504,всесезонная,унисекс,молодой
93607-1,кошачий_глаз,титан,черный,Prada,солнцезащитные,150,52,19,14388,летняя,женский,молодой
93607-2,круглая,металл,синий,Tom Ford,оптика,135,46,16,11940,всесезонная,мужской,молодой
93607-3,квадратная,комбинированный,золотой,Lacoste,оптика,145,50,19,10703,всесезонная,унисекс,средний
93609-1,прямоугольная,металл,синий,Valentino,оптика,140,46,16,46038,всесезонная,мужской,молодой
93609-2,овальная,титан,черный,Ray-Ban,оптика,135,50,20,9152,всесезонная,унисекс,средний
93610-1,прямоугольная,комбинированный,коричневый,Ray-Ban,оптика,135,46,18,19439,всесезонная,мужской,пожилой
93610-2,круглая,пластик,серый,Valentino,солнцезащитные,140,48,15,25184,летняя,унисекс,молодой
93611-1,овальная,металл,золотой,Lacoste,оптика,130,46,20,11666,всесезонная,мужской,молодой
93611-2,круглая,титан,белый,Gucci,солнцезащитные,145,52,16,20010,летняя,женский,пожилой
93612-1,овальная,металл,серый,Prada,оптика,140,50,18,24246,всесезонная,женский,пожилой
93612-2,круглая,металл,серебряный,Oakley,оптика,130,46,20,5659,всесезонная,унисекс,пожилой
93614-1-1,квадратная,комбинированный,коричневый,Valentino,оптика,130,52,14,37232,всесезонная,женский,пожилой
93617-1,квадратная,титан,черный,Gucci,солнцезащитные,145,46,15,16502,летняя,мужской,средний
93617-2,овальная,металл,золотой,Lacoste,солнцезащитные,135,46,18,14748,летняя,женский,молодой
93617-3,квадратная,металл,серебряный,Oakley,солнцезащитные,130,46,20,7119,летняя,унисекс,молодой
93618-1,прямоугольная,металл,серый,Oakley,оптика,145,46,16,4591,всесезонная,мужской,пожилой
93618-2,прямоугольная,металл,серебряный,Ray-Ban,солнцезащитные,150,48,16,8876,летняя,женский,средний
93618-3,круглая,металл,серебряный,Valentino,солнцезащитные,140,54,16,46112,летняя,мужской,молодой
93619-1,кошачий_глаз,пластик,серебряный,Oakley,оптика,140,48,17,20027,всесезонная,унисекс,средний
93619-2,прямоугольная,пластик,серый,Oakley,солнцезащитные,130,54,19,6402,летняя,женский,средний
93620-2,круглая,комбинированный,серый,Polaroid,оптика,145,48,19,3619,всесезонная,унисекс,молодой
